,author
1119,Ahmet M. Eskicioglu
1120,Ahmet M. Kondoz
1121,Ahmet Omurtag
1122,Ahmet Palazoglu
1123,Ahmet Çakir
1124,Ahsun H. Murad
1125,Ahti A. Salo
1126,Ahti Salo
1127,Ahto Buldas
1128,Ai Fen Sui
1129,Ai Li
1130,Ai Oshiro
1131,Ai Poh Loh
1132,Ai Wu
1133,Ai-Jia Hsieh
1134,Ai-Mei Chang
1135,Aibing Rao
1136,Aida G. Romashchenko
1137,Aida Méndez
1138,Aida Pliuskeviciene
1139,Aida Vitória
1140,Aidan J. Cahill
1141,Aiden A. Bruen
1142,Aidong Zhang
1143,Aiguo Fei
1144,Aiguo Lu
1145,Aiguo Ming
1146,Aiguo Xie
1147,Aihui Zhou
1148,Aiichiro Nakano
1149,Aijun An
1150,Aijun Li
1151,Aikaterini Krotopoulou
1152,Aike Guo
1153,Aiko Frank
1154,Aileen Cater-Steel
1155,Aiman A. Abdel-Malek
1156,Aiman El-Maleh
1157,Aiman H. El-Maleh
1158,Aimao Zhang
1159,Aimin Chen
1160,Aimo A. Törn
1161,Aimo Hinkkanen
1162,Aimo Tietäväinen
1163,Aino Cornils
1164,Ainslie Ellis
1165,Aiping Liao
1166,Airi Salminen
1167,Aisheng Mao
1168,Aistis Raudys
1169,Aitao Chen
1170,Aitor Soroa
1171,Ajai Jain
1172,Ajai Kapoor
1173,Ajai Narayan
1174,Ajantha S. Atukorale
1175,Ajay Apte
1176,Ajay C. Limaye
1177,Ajay Chandra V. Gummalla
1178,Ajay D. Kshemkalyani
1179,Ajay Dholakia
1180,Ajay Divakaran
1181,Ajay Gupta 0001
1182,Ajay Gupta 0003
1183,Ajay J. Daga
1184,Ajay K. Gupta 0001
1185,Ajay K. Gupta 0003
1186,Ajay K. Manrai
1187,Ajay K. Rathi
1188,Ajay Khoche
1189,Ajay Luthra
1190,Ajay Mohindra
1191,Ajay N. Jain
1192,Ajay Nerurkar
1193,Ajay Patrikar
1194,Ajay S. Vinze
1195,Ajay Sethi
1196,Ajay Shekhawat
1197,Ajay V. Bakre
1198,Ajaz R. Rana
1199,Ajaz Rana
1200,Ajei S. Gopal
1201,Ajin Jirachiefpattana
1202,Ajit A. Diwan
1203,Ajit Agrawal
1204,Ajit Bapat
1205,Ajit Kambil
1206,Ajit M. Prabhu
1207,Ajit Narayanan
1208,Ajit Pal
1209,Ajit S. Bopardikar
1210,Ajit Singh
1211,Ajit V. Rao
1212,Ajita John
1213,Ajith P. Madurapperuma
1214,Ajoy Kumar Datta
1215,Ajoy Opal
1216,Akash Deshpande
1217,Akashi Satoh
1218,Akashi Yamaguchi
1219,Akaysha C. Tang
1220,Akbar M. Sayeed
1221,Ake Andersson
1222,Akeel Al-Attar
1223,Akemi Takeoka Chatfield
1224,Akhil Bidani
1225,Akhil Kumar 0001
1226,Akhil Sahai
1227,Akhilesh Bajaj
1228,Akhilesh Chandra
1229,Akhilesh Kumar
1230,Akhilesh Tyagi
1231,Akhouri S. C. Sinha
1232,Akhtar Jameel
1233,Aki Härmä
1234,Aki Vehtari
1235,Aki Watanabe
1236,Akichika Shiomi
1237,Akifumi Makinouchi
1238,Akifumi Otsubo
1239,Akihide Hashizume
1240,Akihiko Inoue
1241,Akihiko Konagaya
1242,Akihiko Matsuo
1243,Akihiko Miyoshi
1244,Akihiko Nagakubo
1245,Akihiko Nakajima
1246,Akihiko Nakase
1247,Akihiko Ohsuga
1248,Akihiko Sugiyama
1249,Akihiko Takahashi
1250,Akihiko Takano
1251,Akihiko Uchibori
1252,Akihiko Yamada
1253,Akihiro Ebina
1254,Akihiro Fujii
1255,Akihiro Fujiwara
1256,Akihiro Hashimoto
1257,Akihiro Hirano
1258,Akihiro Hokimoto
1259,Akihiro Inokuchi
1260,Akihiro Kajiwara
1261,Akihiro Kanamori
1262,Akihiro Kashihara
1263,Akihiro Katayama
1264,Akihiro Matsumoto
1265,Akihiro Matsuura
1266,Akihiro Munemasa
1267,Akihiro Nakaya
1268,Akihiro Nozaki
1269,Akihiro Ohtake
1270,Akihiro Shibata
1271,Akihiro Shimizu
1272,Akihiro Sugimoto
1273,Akihiro Suyama
1274,Akihiro Takamura
1275,Akihiro Tsutsui
1276,Akihiro Yamaguchi
1277,Akihiro Yamamoto
1278,Akihiro Yamamura
1279,Akihiro Yamazaki
1280,Akihisa Kawanobe
1281,Akihisa Ohta
1282,Akihisa Ohya
1283,Akihisa Tamura
1284,Akihisa Yamada 0001
1285,Akihito Akutsu
1286,Akihito Nakamura
1287,Akihito Sano
1288,Akikazu Takeuchi
1289,Akiko Hayashi
1290,Akiko Inaba
1291,Akiko Kanaya
1292,Akiko Kato
1293,Akiko Kawaji
1294,Akiko Kondo
1295,Akiko N. Aizawa
1296,Akiko Yamazaki
1297,Akiko Yoshise
1298,Akim Demaille
1299,Akimasa Yoshida
1300,Akimichi Okuma
1301,Akimitsu Doi
1302,Akimoto Kamiya
1303,Akimou Sadikou
1304,Akinobu Lee
1305,Akinobu Shimizu
1306,Akinori Abe
1307,Akinori Ito
1308,Akinori Nishihara
1309,Akinori Saitoh
1310,Akinori Sarai
1311,Akinori Yonezawa
1312,Akio Amano
1313,Akio Ando
1314,Akio Doi
1315,Akio Fujikawa
1316,Akio Inaba
1317,Akio Ishiguro
1318,Akio Ishikawa
1319,Akio Jin
1320,Akio Kawana
1321,Akio Kobayashi
1322,Akio Koide
1323,Akio Kokubu
1324,Akio Kosaka
1325,Akio Koyama
1326,Akio Miyazaki
1327,Akio Murata
1328,Akio Nagamatsu
1329,Akio Nagasaka
1330,Akio Nakamura
1331,Akio Nakata
1332,Akio Namiki
1333,Akio Nishikawa
1334,Akio Okazaki
1335,Akio Sato
1336,Akio Shio
1337,Akio Tanaka
1338,Akio Ukita
1339,Akio Ushida
1340,Akio Utsugi
1341,Akio Yamada
1342,Akio Yamashita
1343,Akio Yokoo
1344,Akio Yoneyama
1345,Akira Abeta
1346,Akira Aiba
1347,Akira Amano
1348,Akira Asano
1349,Akira Fukuda
1350,Akira Fusaoka
1351,Akira Harada
1352,Akira Hasegawa
1353,Akira Hashimoto
1354,Akira Hayashi
1355,Akira Hiraki
1356,Akira Hirose
1357,Akira Hyogo
1358,Akira Ichikawa
1359,Akira Idoue
1360,Akira Ikeya
1361,Akira Imada
1362,Akira Imai
1363,Akira Inoue
1364,Akira Ishida
1365,Akira Ishii
1366,Akira Ishikawa
1367,Akira Ishimaru
1368,Akira Ito
1369,Akira Iwata
1370,Akira K. Onoma
1371,Akira Kawaguchi
1372,Akira Kawanaka
1373,Akira Kitajima
1374,Akira Kobayashi
1375,Akira Kojima
1376,Akira Koseki
1377,Akira Kubota
1378,Akira Kumano
1379,Akira Kurematsu
1380,Akira Maeda
1381,Akira Maruoka
1382,Akira Matsuzawa
1383,Akira Mitsuya
1384,Akira Mochizuki
1385,Akira Mohri
1386,Akira Morishita
1387,Akira Motohara
1388,Akira Nagao
1389,Akira Nagoya
1390,Akira Nakagawa
1391,Akira Nakamura
1392,Akira Nakayama
1393,Akira Namatame
1394,Akira Nishi
1395,Akira Ogawa
1396,Akira Onozawa
1397,Akira Saito
1398,Akira Sano
1399,Akira Sasaki
1400,Akira Sasou
1401,Akira Sato
1402,Akira Shimaya
1403,Akira Shimazu
1404,Akira Shiozaki
1405,Akira Suganuma
1406,Akira Sugimoto
1407,Akira Suyama
1408,Akira Suzuki
1409,Akira Taguchi
1410,Akira Tajima
1411,Akira Takeuchi
1412,Akira Takura
1413,Akira Tanaka
1414,Akira Tomono
1415,Akira Tsugita
1416,Akira Utsumi
1417,Akira Watanabe
1418,Akira Yamamoto
1419,Akira Yamauchi
1420,Akira Yamazaki
1421,Akira Yoshida
1422,Akito Monden
1423,Akito Nagai
1424,Akito Ohkubo
1425,Akito Sakurai
1426,Akito Tsuboi
1427,Akitoshi Kataoka
1428,Akitoshi Okumura
1429,Akitoshi Tsukamoto
1430,Akitoshi Yoshida
1431,Akiya Inoue
1432,Akiyoshi Endo
1433,Akiyoshi Sato
1434,Akiyoshi Shioura
1435,Akiyoshi Wakatani
1436,Akkihebbal L. Ananda
1437,Akmal A. Vakhidov
1438,Akmal B. Chaudhri
1439,Akmal Jahan Zeb
1440,Akram Aldroubi
1441,Akram Boughannam
1442,Aksenti Grnarov
1443,Aksenti L. Grnarov
1444,Akshar Bharati
1445,Akshay Aggarwal
1446,Al Borchers
1447,Al Crouch
1448,Al Cuoco
1449,Al Davis
1450,Al Farooq Salam
1451,Al Geist
1452,Al Globus
1453,Al. Djebbari
1454,Ala Al-Zobaidie
1455,Alaa Youssef
1456,Aladdin Hafez
1457,Aladdin M. Ariyaeeinia
1458,Aladin Kamel
1459,Aladár Heppes
1460,Alain Abran
1461,Alain Appriou
1462,Alain April
1463,Alain Ayache
1464,Alain Azagury
1465,Alain Barraud
1466,Alain Bazan
1467,Alain Biem
1468,Alain Billat
1469,Alain Billionnet
1470,Alain Bonardi
1471,Alain Boucher
1472,Alain Bourjault
1473,Alain Bretto
1474,Alain Breuleux
1475,Alain Bruno
1476,Alain Bui
1477,Alain Cardon
1478,Alain Charles
1479,Alain Chateauneuf
1480,Alain Chéhikian
1481,Alain Codourey
1482,Alain Colmerauer
1483,Alain Content
1484,Alain Cournier
1485,Alain Cozannet
1486,Alain Darte
1487,Alain Delchambre
1488,Alain Demeure
1489,Alain Denise
1490,Alain Destexhe
1491,Alain Deutsch
1492,Alain Dufaux
1493,Alain Dupuis
1494,Alain Durand
1495,Alain Fagot
1496,Alain Faure
1497,Alain Faye
1498,Alain Filbois
1499,Alain Finkel
1500,Alain Fonkoua
1501,Alain Fournier
1502,Alain Gateau
1503,Alain Gefflaut
1504,Alain Giboin
1505,Alain Giorgetti
1506,Alain Girault
1507,Alain Giron
1508,Alain Glavieux
1509,Alain Goupil
1510,Alain Greiner
1511,Alain Grumbach
1512,Alain Guinet
1513,Alain Guyot
1514,Alain Guénoche
1515,Alain Haurat
1516,Alain Haurie
1517,Alain Haït
1518,Alain Herment
1519,Alain Hertz
1520,Alain Heuerding
1521,Alain Hillion
1522,Alain Hsiung
1523,Alain Hui-Bon-Hoa
1524,Alain Hénaut
1525,Alain J. Martin
1526,Alain J. Mayer
1527,Alain Jacot-Descombes
1528,Alain Jacques
1529,Alain Jean-Marie
1530,Alain Jutard
1531,Alain Karsenty
1532,Alain Kerbrat
1533,Alain Ketterlin
1534,Alain Kägi
1535,Alain Lambert
1536,Alain Lascoux
1537,Alain Lavoie
1538,Alain Le Breton
1539,Alain Le Guennec
1540,Alain Le Guyader
1541,Alain Le Méhauté
1542,Alain Leblanc
1543,Alain Lecomte
1544,Alain Lelu
1545,Alain Liégeois
1546,Alain Louveau
1547,Alain Léger
1548,Alain Macaire
1549,Alain Marchal
1550,Alain Marsal
1551,Alain Martel
1552,Alain Micaelli
1553,Alain Michard
1554,Alain Mille
1555,Alain Miniussi
1556,Alain Mérigot
1557,Alain P. Hiltgen
1558,Alain Pegatoquet
1559,Alain Pinsonneault
1560,Alain Pirotte 0001
1561,Alain Polguère
1562,Alain Poli
1563,Alain Prodon
1564,Alain Pruski
1565,Alain Pétrowski
1566,Alain Quilliot
1567,Alain Quéré
1568,Alain Ratle
1569,Alain Sandoz
1570,Alain Simonian
1571,Alain Soquet
1572,Alain Stoessel
1573,Alain Sutter
1574,Alain T. Rappaport
1575,Alain Tapp
1576,Alain Terlutte
1577,Alain Tritschler
1578,Alain Trouvé
1579,Alain Trémeau
1580,Alain Vachoux
1581,Alain Venot
1582,Alain Verschoren
1583,Alain Viari
1584,Alain Wegmann
1585,Alain Würgler
1586,Alain de Cheveigné
1587,Alain-Serge Porret
1588,Alair Pereira do Lago
1589,Alak Kumar Datta
1590,Alan A. Bertossi
1591,Alan A. Desrochers
1592,Alan B. Bradley
1593,Alan B. Tanner
1594,Alan B. Tickle
1595,Alan Balkany
1596,Alan Bell
1597,Alan Bennett
1598,Alan Borning
1599,Alan Bowling
1600,Alan Bradshaw
1601,Alan Bundy
1602,Alan Burns
1603,Alan C. Benander
1604,Alan C. Bovik
1605,Alan C. Evans
1606,Alan C. F. Colchester
1607,Alan C. Gillies
1608,Alan C. H. Ling
1609,Alan C. Hindmarsh
1610,Alan C. Kay
1611,Alan C. Lin
1612,Alan C. Schultz
1613,Alan C. Seabaugh
1614,Alan C. Shaw
1615,Alan Carle
1616,Alan Chalmers
1617,Alan Chmura
1618,Alan Christopher Williams
1619,Alan Clements
1620,Alan Conrad Bovik
1621,Alan Conway
1622,Alan Covington
1623,Alan D. Blair
1624,Alan D. Brett
1625,Alan D. Christiansen
1626,Alan D. George
1627,Alan D. Kalvin
1628,Alan D. McIntosh
1629,Alan D. Taylor
1630,Alan David Fekete
1631,Alan Dearle
1632,Alan Dix
1633,Alan Downing
1634,Alan Durndell
1635,Alan E. Adams
1636,Alan E. Bell
1637,Alan E. Jones
1638,Alan E. Mark
1639,Alan E. Middleditch
1640,Alan E. Rosenbluth
1641,Alan E. Willner
1642,Alan Eardley
1643,Alan Edelman
1644,Alan Eustace
1645,Alan F. Blackwell
1646,Alan F. Hegarty
1647,Alan F. Karr
1648,Alan F. Murray
1649,Alan F. Newell
1650,Alan F. Smeaton
1651,Alan F. T. Winfield
1652,Alan Falconer Slater
1653,Alan Fekete
1654,Alan Fowler
1655,Alan G. Konheim
1656,Alan G. Quan
1657,Alan Garvey
1658,Alan Gatherer
1659,Alan Genz
1660,Alan George
1661,Alan Gibbons
1662,Alan Gilchrist
1663,Alan Gillies
1664,Alan Grigg
1665,Alan H. Barr
1666,Alan H. Baydush
1667,Alan H. Bond
1668,Alan H. Karp
1669,Alan H. Lipkus
1670,Alan H. Rowberg
1671,Alan H. Strahler
1672,Alan Hanjalic
1673,Alan Harbitter
1674,Alan Hartman
1675,Alan Heirich
1676,Alan I. Penn
1677,Alan J. Barrett
1678,Alan J. Bleasby
1679,Alan J. Coulson
1680,Alan J. Davis
1681,Alan J. Demers
1682,Alan J. Dix
1683,Alan J. Happ
1684,Alan J. Harget
1685,Alan J. Hoffman
1686,Alan J. Hu
1687,Alan J. Kent
1688,Alan J. King
1689,Alan J. Laub
1690,Alan J. Lipton
1691,Alan J. MacDonald
1692,Alan J. O'Rourke
1693,Alan J. Robinson
1694,Alan J. Wallcraft
1695,Alan Jay Smith
1696,Alan Jeffrey
1697,Alan Jones
1698,Alan Judge
1699,Alan K. Mackworth
1700,Alan K. Melby
1701,Alan Kaplan
1702,Alan Keahey
1703,Alan Kramer
1704,Alan Kwentus
1705,Alan L. Andrew
1706,Alan L. Archibald
1707,Alan L. Cox
1708,Alan L. Harvey
1709,Alan L. Higgins
1710,Alan L. Porter
1711,Alan L. Rector
1712,Alan L. Scheinine
1713,Alan L. Selman
1714,Alan L. Tharp
1715,Alan L. Yuille
1716,Alan Langerman
1717,Alan Liu
1718,Alan M. Carroll
1719,Alan M. Christie
1720,Alan M. Davis
1721,Alan M. Frieze
1722,Alan M. Frisch
1723,Alan M. Lesgold
1724,Alan M. MacEachren
1725,Alan M. Mainwaring
1726,Alan M. McIvor
1727,Alan M. N. Fu
1728,Alan M. Sherkow
1729,Alan M. Sykes
1730,Alan MacLennan
1731,Alan Mackay-Sim
1732,Alan Mandell
1733,Alan Marshall
1734,Alan McCree
1735,Alan Mink
1736,Alan Murta
1737,Alan Mycroft
1738,Alan N. Willson Jr.
1739,Alan Norton
1740,Alan O'Callaghan
1741,Alan Olson
1742,Alan P. Kozikowski
1743,Alan P. Parkes
1744,Alan P. Sexton
1745,Alan P. Sprague
1746,Alan Poulter
1747,Alan Price
1748,Alan Pritchard
1749,Alan Purvis
1750,Alan R. Aronson
1751,Alan R. Champneys
1752,Alan R. Chappell
1753,Alan R. Davis
1754,Alan R. Dennis
1755,Alan R. Gillespie
1756,Alan R. Heminger
1757,Alan R. Hevner
1758,Alan R. Katritzky
1759,Alan R. Lindsey
1760,Alan R. Prince
1761,Alan R. Williams
1762,Alan R. Woods
1763,Alan Rahilly
1764,Alan Rea 0001
1765,Alan Roberts
1766,Alan S. Ferrency
1767,Alan S. Lapedes
1768,Alan S. Morris
1769,Alan S. Perelson
1770,Alan S. Tonnesen
1771,Alan S. Wagner
1772,Alan S. Wenban
1773,Alan S. Willsky
1774,Alan Saalfeld
1775,Alan Sangster
1776,Alan Scheller-Wolf
1777,Alan Siegel
1778,Alan Simonian
1779,Alan Skousen
1780,Alan Smaill
1781,Alan Smith
1782,Alan Snyder
1783,Alan Solon Ivor Zinober
1784,Alan Soper
1785,Alan Stacey
1786,Alan Stewart
1787,Alan Su
1788,Alan Su 0001
1789,Alan Sussman
1790,Alan T. Krantz
1791,Alan T. Murray
1792,Alan T. Sherman
1793,Alan T. Yaung
1794,Alan Tully
1795,Alan Underwood
1796,Alan V. Oppenheim
1797,Alan V. Sahakian
1798,Alan W. Biermann
1799,Alan W. Black
1800,Alan W. Brown
1801,Alan W. Neebe
1802,Alan W. Righter
1803,Alan W. Williams
1804,Alan Wagner
1805,Alan Watt
1806,Alan Weatherall
1807,Alan Weiser
1808,Alan Weiss
1809,Alan Wexelblat
1810,Alan Williams
1811,Alan Wills
1812,Alan Wood
1813,Alan Wrench
1814,Alan Wui Tze Lim
1815,Alasdair Kemp
1816,Alasdair McAndrew
1817,Alasdair Rawsthorne
1818,Alasdair Turner
1819,Alasdair Urquhart
1820,Alassane Ndiaye
1821,Alastair D. Burt
1822,Alastair J. Telford
1823,Alastair R. Allen
1824,Alastair Reid
1825,Alastair Spence
1826,Alauddin Alomary
1827,Alba Cristina Magalhaes Alves de Melo
1828,Alba Pagès-Zamora
1829,Alban Duverdier
1830,Alban Gabillon
1831,Alban Ponse
1832,Albert A. Angehrn
1833,Albert A. Rizzo
1834,Albert Alderson
1835,Albert Atserias
1836,Albert B. Jeng
1837,Albert B. Short
1838,Albert Baumgartner
1839,Albert Benveniste
1840,Albert Bijaoui
1841,Albert Bokma
1842,Albert Burger
1843,Albert C. Esterline
1844,Albert C. Peng
1845,Albert C. S. Chung
1846,Albert Chan
1847,Albert Cohen 0001
1848,Albert Cohen 0002
1849,Albert Croker
1850,Albert D. Alexandrov
1851,Albert D. Baker
1852,Albert D. Rich
1853,Albert Dipanda
1854,Albert Duran
1855,Albert E. Casavant
1856,Albert E. Ruehli
1857,Albert Endres
1858,Albert F. Wagner
1859,Albert Febrer
1860,Albert Figueras
1861,Albert Fleischmann
1862,Albert G. Arnold
1863,Albert G. Buckley
1864,Albert G. Greenberg
1865,Albert Geukes
1866,Albert Gräf
1867,Albert Guissard
1868,Albert H. Huang
1869,Albert H. Segars
1870,Albert Held
1871,Albert Ip
1872,Albert J. Ahumada Jr.
1873,Albert J. Porth
1874,Albert J. Sinusas
1875,Albert J. Wavering
1876,Albert John Camilleri
1877,Albert Jones
1878,Albert K. W. Wu
1879,Albert Kagan
1880,Albert Kircher
1881,Albert Koelmans
1882,Albert L. Baker
1883,Albert L. Lederer
1884,Albert Larré
1885,Albert Levi
1886,Albert Lin
1887,Albert M. Bradley
1888,Albert M. Chan
1889,Albert M. Selvin
1890,Albert M. Vossepoel
1891,Albert Macovski
1892,Albert Maier
1893,Albert Mo Kim Cheng
1894,Albert N. Badre
1895,Albert Nijenhuis
1896,Albert Nymeyer
1897,Albert Oliveras-Vergés
1898,Albert Oller
1899,Albert P. M. Wagelmans
1900,Albert Prat
1901,Albert Prior
1902,Albert R. Bakker
1903,Albert R. Meyer
1904,Albert R. Wang
1905,Albert Rilliard
1906,Albert Rubio
1907,Albert Russel
1908,Albert S. Dexter
1909,Albert S. Hoagland
1910,Albert Schappert
1911,Albert Serra
1912,Albert Shen
1913,Albert Stadler
1914,Albert T. Corbett
1915,Albert T. Jones
1916,Albert Visser
1917,Albert W. K. Wong
1918,Albert Wang
1919,Albert Wong
1920,Albert Y. Zomaya
1921,Albert Zündorf
1922,Albert van der Werf
1923,Albertas Caplinskas
1924,Alberto Abelló
1925,Alberto Accomazzi
1926,Alberto Allara
1927,Alberto Apostolico
1928,Alberto Artosi
1929,Alberto Avritzer
1930,Alberto Barbosa Raposo
1931,Alberto Bartoli
1932,Alberto Belussi
1933,Alberto Bemporad
1934,Alberto Bertoni
1935,Alberto Biancardi
1936,Alberto Bigotte de Almeida
1937,Alberto Bononi
1938,Alberto Borobia
1939,Alberto Bottoni
1940,Alberto Broggi
1941,Alberto Bugarín
1942,Alberto Caprara
1943,Alberto Carini
1944,Alberto Carneiro
1945,Alberto Cavicchioli
1946,Alberto Ciampa
1947,Alberto Ciaramella
1948,Alberto Coen-Porisini
1949,Alberto Colorni
1950,Alberto Corni
1951,Alberto Del Bimbo
1952,Alberto Del Fra
1953,Alberto Del Lungo
1954,Alberto Diaspro
1955,Alberto Elfes
1956,Alberto F. Hamilton
1957,Alberto Faro
1958,Alberto Ferrari
1959,Alberto Ferreira de Souza
1960,Alberto García-Martínez
1961,Alberto Ginesi
1962,Alberto Gomez
1963,Alberto González 0001
1964,Alberto Gutierrez
1965,Alberto H. F. Laender
1966,Alberto Isidori
1967,Alberto J. Cañas
1968,Alberto J. Santiago
1969,Alberto José Proença
1970,Alberto L. Sangiovanni-Vincentelli
1971,Alberto Laurenti
1972,Alberto Lavelli
1973,Alberto Leon-Garcia
1974,Alberto Leone
1975,Alberto Leva
1976,Alberto Machì
1977,Alberto Macii
1978,Alberto Malliani
1979,Alberto Marchetti-Spaccamela
1980,Alberto Marcone
1981,Alberto Maria Segre
1982,Alberto Martelli
1983,Alberto Momigliano
1984,Alberto Montresor
1985,Alberto Moreira
1986,Alberto Morello
1987,Alberto Muñoz
1988,Alberto Márquez
1989,Alberto Nannarelli
1990,Alberto Negro
1991,Alberto O. Mendelzon
1992,Alberto Ochoa-Rodríguez
1993,Alberto Paccanaro
1994,Alberto Paoluzzi
1995,Alberto Pasquini
1996,Alberto Pedrotti
1997,Alberto Peinado Domínguez
1998,Alberto Pettorossi
1999,Alberto Policriti
2000,Alberto Porta
2001,Alberto Postiglione
2002,Alberto Poveda
2003,Alberto Pravato
2004,Alberto Prieto
2005,Alberto Reatti
2006,Alberto Riva
2007,Alberto Rodrigues da Silva
2008,Alberto Rovetta
2009,Alberto Ruiz
2010,Alberto S. Aguado
2011,Alberto Sanfeliu
2012,Alberto Seeger
2013,Alberto Signoroni
2014,Alberto Speranzon
2015,Alberto Tesi
2016,Alberto Tonielli
2017,Alberto Tonietti
2018,Alberto Torres
2019,Alberto Trombetta
2020,Alberto Yufera
2021,Alberto Zanardo
2022,Alberto Zanella
2023,Albertus C. den Brinker
2024,Albertus S. J. Helberg
2025,Albin J. Gasiewski
2026,Albino Marques
2027,Albino Nogueiras
2028,Albino Nogueiras Rodriguez
2029,Albrecht Beutelspacher
2030,Albrecht Hoene
2031,Albrecht P. Stroele
2032,Albrecht Schmidt 0001
2033,Albrecht Schmidt 0002
2034,Albrecht Schmiedel
2035,Albrecht Zaiss
2036,Albrecht Zaiß
2037,Alceu Heinke Frigeri
2038,Alcherio Martinoli
2039,Alcides Lanza
2040,Alden Dima
2041,Alden H. Wright
2042,Alden W. Jackson
2043,Aldo Balestrino
2044,Aldo Bongio
2045,Aldo Cumani
2046,Aldo Di Carlo
2047,Aldo Esposito
2048,Aldo Franco Dragoni
2049,Aldo G. S. Ventre
2050,Aldo Gangemi
2051,Aldo Grattarola
2052,Aldo Laurentini
2053,Aldo N. D'Andrea
2054,Aldo Paraboni
2055,Aldo Paradiso
2056,Aldo Roveri
2057,Aldo Salimbeni
2058,Aldo Tagliani
2059,Aldo V. Figallo
2060,Aldo W. Morales
2061,Aldo de Luca
2062,Aldo de Moor
2063,Aldo von Wangenheim
2064,Aleandro S. Macedo
2065,Alec B. Rebello
2066,Alec Cameron
2067,Alec Dorling
2068,Alec Miloslavski
2069,Alec Wolman
2070,Alegre Ramos
2071,Aleix M. Martínez
2072,Alejandra Garrido
2073,Alejandra Lugo
2074,Alejandro A. Schäffer
2075,Alejandro A. Vaisman
2076,Alejandro Acero
2077,Alejandro Alonso 0001
2078,Alejandro Barrero
2079,Alejandro Caro
2080,Alejandro Crema
2081,Alejandro César Frery
2082,Alejandro Díaz-Sánchez
2083,Alejandro F. Frangi
2084,Alejandro F. González
2085,Alejandro Fernández
2086,Alejandro Fernández-Margarit
2087,Alejandro Hevia
2088,Alejandro Jaimes
2089,Alejandro López-Ortiz
2090,Alejandro M. García-Alonso
2091,Alejandro Maass
2092,Alejandro Macarrón
2093,Alejandro Martins
2094,Alejandro Oliveros
2095,Alejandro P. Buchmann
2096,Alejandro Pazos
2097,Alejandro Petrovich
2098,Alejandro Ramirez-Serrano
2099,Alejandro Ríos
2100,Alejandro Sancho-Royo
2101,Alejandro Teruel
2102,Alejandro Zarzo
2103,Alejo Avello
2104,Alejo Hausner
2105,Alek Vainshtein
2106,Aleks Göllü
2107,Aleksandar B. Samardzic
2108,Aleksandar D. Rodic
2109,Aleksandar Ignjatovic
2110,Aleksandar Jeremic
2111,Aleksandar Jurisic
2112,Aleksandar Kavcic
2113,Aleksandar Kolarov
2114,Aleksandar Lazarevic
2115,Aleksandar M. Bakic
2116,Aleksandar Milenkovic
2117,Aleksandar Milosavljevic
2118,Aleksandar Pekec
2119,Aleksandar Sabljic
2120,Aleksandar Timcenko
2121,Aleksandar Zavaljevski
2122,Aleksander Katkov
2123,Aleksander Kolcz
2124,Aleksander Malinowski
2125,Aleksander Malnic
2126,Aleksander Vesel
2127,Aleksander Øhrn
2128,Aleksandr Yu. Privalov
2129,Aleksandra Mojsilovic
2130,Aleksandra Pizurica
2131,Aleksy Schubert
2132,Alemdar Hasanov
2133,Alen Docef
2134,Alen George Law
2135,Alen Varsek
2136,Alena Griffiths
2137,Alena Vencovská
2138,Ales Dobnikar
2139,Ales Drápal
2140,Ales Horák
2141,Ales Jaklic
2142,Ales Leonardis
2143,Ales Procházka
2144,Ales Pultr
2145,Ales Ude
2146,Ales Zivkovic
2147,Alessandra Agostini
2148,Alessandra Budillon
2149,Alessandra Carbone
2150,Alessandra Cavarra
2151,Alessandra Celletti
2152,Alessandra Cherubini
2153,Alessandra Costa
2154,Alessandra Di Pierro
2155,Alessandra Esposito
2156,Alessandra Fanni
2157,Alessandra Fascioli
2158,Alessandra Flammini
2159,Alessandra Giovanardi
2160,Alessandra Larizza
2161,Alessandra Lumini
2162,Alessandra Papini
2163,Alessandra Raffaetà
2164,Alessandra Russo
2165,Alessandra Tesei
2166,Alessandro Agnetis
2167,Alessandro Agostini
2168,Alessandro Amoroso
2169,Alessandro Andreadis
2170,Alessandro Andretta
2171,Alessandro Annoni
2172,Alessandro Armando
2173,Alessandro Artale
2174,Alessandro Astolfi
2175,Alessandro Avellone
2176,Alessandro Balboni
2177,Alessandro Barabesi
2178,Alessandro Bellini
2179,Alessandro Berarducci
2180,Alessandro Bevilacqua
2181,Alessandro Bianchi
2182,Alessandro Bogliolo
2183,Alessandro Bugatti
2184,Alessandro Casavola
2185,Alessandro Cimatti
2186,Alessandro Cipriani
2187,Alessandro Coglio
2188,Alessandro Cucchiarelli
2189,Alessandro D'Atri
2190,Alessandro De Gloria
2191,Alessandro De Luca 0001
2192,Alessandro Dionisi Vici
2193,Alessandro E. P. Villa
2194,Alessandro F. Garcia
2195,Alessandro Fabbri
2196,Alessandro Falaschi
2197,Alessandro Fantechi
2198,Alessandro Ferrero
2199,Alessandro Fin
2200,Alessandro Forin
2201,Alessandro Gabrielli
2202,Alessandro Gandelli
2203,Alessandro Genco
2204,Alessandro Giacalone
2205,Alessandro Giancane
2206,Alessandro Giovini
2207,Alessandro Giua
2208,Alessandro Giuliani
2209,Alessandro Iscra
2210,Alessandro L. Koerich
2211,Alessandro Lenci
2212,Alessandro Lo Schiavo
2213,Alessandro Longheu
2214,Alessandro M. Palau
2215,Alessandro Maccari
